station,month,n,baseline_mae,ridge_mae,gain,alpha,is_eligible
34009,12,31,0.7870967741935485,0.7254596518091737,0.0616371223843748,0.07830945876703355,1
30777,1,31,1.3806451612903232,1.3194471863076793,0.0611979749826439,0.04432563608555981,1
31960,3,31,1.3322580645161295,1.271279734276589,0.06097833023954058,0.045770659501834315,1
34139,8,31,1.138709677419355,1.0778984701411947,0.06081120727816036,0.053403609791019005,1
31168,10,31,1.4193548387096775,1.3585859292342122,0.060768909475465316,0.04281445894862329,1
31369,3,31,2.0290322580645164,1.9682885669234405,0.06074369114107592,0.029937272263487334,1
24266,9,30,1.5766666666666667,1.5162362841075632,0.06043038255910349,0.03832793819816289,1
29612,8,31,0.6838709677419356,0.6234978571523154,0.06037311058962014,0.08828143529614264,1
31369,12,31,2.3451612903225802,2.284887972905522,0.060273317417058436,0.025701139476324783,1
25703,6,30,1.1433333333333335,1.0831609367571393,0.06017239657619422,0.05262891828821651,1
31909,4,30,1.6866666666666665,1.6269550639810357,0.059711602685630805,0.03540213597962301,1
23891,5,31,1.3806451612903226,1.321223967325319,0.05942119396500356,0.04303871525502594,1
29612,3,31,0.9903225806451617,0.9310774493594663,0.05924513128569531,0.05982407393669557,1
30372,2,28,3.0285714285714285,2.9695240504223364,0.05904737814909211,0.01949677580394551,1
23724,6,30,0.8733333333333337,0.8144154908973918,0.05891784243594189,0.06746317836176549,1
31329,2,28,1.6607142857142863,1.6022088252408082,0.058505460473478044,0.03522909447865343,1
24944,9,30,0.9700000000000001,0.9115978824556799,0.05840211754432023,0.06020836860239199,1
28722,7,31,0.9225806451612901,0.864287485944559,0.05829315921673117,0.06318489285729603,1
28224,5,31,1.0548387096774199,0.9966347186833115,0.058203990994108334,0.05517809543783968,1
31369,10,31,1.3451612903225807,1.287002068926203,0.05815922139637775,0.043235872021288015,1
34646,3,31,0.7419354838709676,0.6842135798895387,0.05772190398142896,0.07779908797496947,1
34824,6,30,0.7400000000000002,0.6823419516583039,0.0576580483416963,0.07791628154283281,1
24951,3,31,2.648387096774194,2.590749533727893,0.057637563046300855,0.021763269846958908,1
24908,5,31,1.2516129032258065,1.1940090083713455,0.057603894854461046,0.046023730424955986,1
29698,1,31,2.2677419354838704,2.2103764814926836,0.057365453991186754,0.025296288388716785,1
31873,5,31,1.1129032258064515,1.0558771293167166,0.05702609648973489,0.05124084032410962,1
36034,4,30,1.48,1.4231622845570218,0.05683771544297822,0.03840386178579609,1
30777,9,30,1.2633333333333334,1.2065328817447103,0.056800451588623124,0.044960779621601416,1
23631,6,30,0.9400000000000002,0.8832183818308805,0.05678161816911964,0.06040597677565918,1
27459,12,31,1.6387096774193548,1.582057390564483,0.05665228685487178,0.03457127741143751,1
23631,5,31,1.1096774193548384,1.053033776661358,0.056643642693480434,0.051045143124938776,1
26063,11,30,0.42,0.36385118228642926,0.05614881771357072,0.13368766122278744,1
22887,7,31,0.6677419354838714,0.6116106602784624,0.05613127520540895,0.08406133001776214,1
30758,5,31,0.703225806451613,0.6471816581161747,0.05604414833543836,0.0796958072659903,1
