station,month,n,baseline_mae,xgb_mae,gain,alpha,is_eligible
34172,2,28,1.3464285714285713,1.2755942242486138,0.07083434717995751,0.05260906421853609,1
29698,4,30,1.4966666666666666,1.42638511856397,0.0702815481026966,0.04695871810870597,1
29570,7,31,0.6032258064516133,0.533075184975901,0.07015062147571227,0.11629247410412187,1
31707,3,31,1.4161290322580646,1.3460596045178752,0.07006942774018943,0.04947955034045266,1
34172,1,30,1.7133333333333332,1.644122546613216,0.06921078672011705,0.04039540080940684,1
25563,8,31,1.6096774193548389,1.5406291131050354,0.06904830624980351,0.04289574135759336,1
22550,7,31,0.5774193548387095,0.5088822703207692,0.06853708451794038,0.1186955095003437,1
23472,11,30,1.6233333333333333,1.5549703613917032,0.0683629719416301,0.04211271372174339,1
36034,5,31,1.561290322580645,1.4934229604659541,0.0678673621146908,0.04346876499081436,1
32098,2,28,2.060714285714286,1.9929625596318927,0.06775172608239322,0.032877787353674345,1
30925,8,31,0.9612903225806453,0.893579815280053,0.06771050730059225,0.07043710491001207,1
31369,6,30,1.32,1.2527981503804524,0.06720184961954767,0.05091049213602096,1
25703,8,31,1.7322580645161292,1.6651087545579477,0.06714930995818147,0.038764033681631754,1
23405,1,31,1.5225806451612898,1.456251021354429,0.0663296238068607,0.04356394783925174,1
34880,11,30,0.67,0.6037422846754393,0.0662577153245607,0.09889211242471746,1
31168,10,31,1.4193548387096775,1.353186134369143,0.06616870434053457,0.046618859876285716,1
30823,9,30,0.8900000000000001,0.8239120705922444,0.06608792940775576,0.07425610045815254,1
27648,7,31,1.0451612903225804,0.9792412419472968,0.06592004837528365,0.06307165122326523,1
28722,7,31,0.9225806451612901,0.856783922256962,0.06579672290432814,0.07131812622497108,1
24817,6,30,1.1966666666666663,1.130898962020874,0.06576770464579229,0.054959084662221984,1
32061,12,31,1.4419354838709675,1.376369236938415,0.06556624693255242,0.045470998991255604,1
30393,9,30,1.2433333333333332,1.1777887241045633,0.06554460922876992,0.052716843883729166,1
28138,10,31,2.0129032258064514,1.9479483957252195,0.06495483008123193,0.0322692264826633,1
22550,4,30,0.6066666666666669,0.5417306043207646,0.06493606234590232,0.10703746540533346,1
29263,6,30,0.9266666666666662,0.86186190923055,0.06480475743611624,0.06993319147782333,1
27648,8,31,0.9451612903225803,0.8804426131709929,0.06471867715158741,0.06847368572352254,1
28722,9,30,0.9333333333333333,0.8694679419199626,0.06386539141337078,0.0684272050857544,1
32411,1,31,1.7677419354838708,1.704112200583181,0.0636297349006898,0.03599492302776248,1
30965,5,31,1.3806451612903228,1.317047123755178,0.06359803753514481,0.046063999149287126,1
25563,2,28,3.192857142857144,3.129272563116891,0.06358457974025278,0.019914633475694374,1
32098,10,31,1.7516129032258065,1.6880519293969676,0.06356097382883896,0.03628711213064471,1
26063,3,31,0.5903225806451612,0.5268078458104885,0.06351473483467274,0.10759326665982816,1
23724,6,30,0.8733333333333337,0.8100328954060875,0.06330043792724627,0.07248141747394607,1
31088,12,31,1.3806451612903226,1.3174573036932173,0.06318785759710521,0.04576690620351079,1
30054,1,31,1.509677419354839,1.4467515391688195,0.06292588018601952,0.0416816727727907,1
32389,1,31,2.1580645161290324,2.095184718408892,0.0628797977201403,0.029137125998869192,1
23933,7,31,0.7193548387096769,0.656702176986202,0.06265266172347483,0.08709562840483055,1
24688,5,31,0.9677419354838709,0.90517755593023,0.06256437955364091,0.06464985887209562,1
37031,6,30,0.73,0.6677240117390949,0.06227598826090508,0.08530957296014395,1
22550,6,30,0.7466666666666665,0.6845250574747722,0.062141609191894265,0.08322536945342984,1
31960,3,31,1.3322580645161295,1.2701526601468363,0.06210540436929324,0.046616647347411375,1
31960,11,30,1.4666666666666666,1.4047203189134596,0.061946347753206954,0.04223614619536838,1
20891,2,28,1.6535714285714282,1.5916253226143975,0.06194610595703076,0.037462007922178436,1
22887,1,30,1.716666666666667,1.6547559507687888,0.06191071589787822,0.03606449469779313,1
30949,7,31,0.7935483870967738,0.7316689091344031,0.0618794779623707,0.07797820393632084,1
